timestamp,machine_id,vibration,acoustic,temperature,current,IMF_1,IMF_2,IMF_3,label,hour,day,day_of_week,temp_rolling_avg,vibration_rolling_avg,current_rolling_avg,status,prediction,predicted_status
2024-07-01 08:11:00,M01,0.789,0.603,65.8,11.27,0.086,-0.08,0.011,0,8,2024-07-01,Monday,64.332,0.7986000000000001,11.608,Normal,1,Normal
2024-07-01 08:12:00,M01,0.726,0.575,65.57,12.85,0.079,-0.022,0.012,0,8,2024-07-01,Monday,64.872,0.7988000000000002,11.8,Normal,1,Normal
2024-07-01 08:13:00,M01,0.826,0.485,66.41,12.15,0.156,-0.005,0.013,0,8,2024-07-01,Monday,65.252,0.8034000000000001,11.992,Normal,1,Normal
2024-07-01 08:14:00,M01,0.823,0.582,65.28,12.31,0.217,0.05,0.014,0,8,2024-07-01,Monday,66.048,0.8122,11.952000000000002,Normal,1,Normal
2024-07-01 08:15:00,M01,0.882,0.594,62.76,12.53,0.223,-0.059,0.015,0,8,2024-07-01,Monday,65.164,0.8092,12.222,Normal,1,Normal
2024-07-01 08:16:00,M01,0.783,0.631,64.99,12.56,0.164,-0.107,0.016,0,8,2024-07-01,Monday,65.002,0.808,12.48,Normal,1,Normal
2024-07-01 08:17:00,M01,0.793,0.576,66.74,12.36,0.168,0.018,0.017,0,8,2024-07-01,Monday,65.236,0.8214,12.382,Normal,1,Normal
2024-07-01 08:18:00,M01,0.754,0.6,65.08,12.44,0.077,-0.073,0.018,0,8,2024-07-01,Monday,64.97,0.807,12.44,Normal,1,Normal
2024-07-01 08:19:00,M01,0.917,0.63,65.19,11.82,0.243,0.124,0.019,0,8,2024-07-01,Monday,64.952,0.8258000000000001,12.342,Normal,1,Normal
2024-07-01 08:20:00,M01,0.813,0.567,66.73,11.34,0.224,-0.08,0.019,0,8,2024-07-01,Monday,65.746,0.812,12.104,Normal,1,Normal
2024-07-01 08:21:00,M01,0.788,0.523,64.67,12.13,0.079,0.064,0.02,0,8,2024-07-01,Monday,65.682,0.8130000000000001,12.018,Normal,1,Normal
2024-07-01 08:22:00,M01,0.741,0.687,68.52,11.4,0.088,-0.003,0.021,0,8,2024-07-01,Monday,66.038,0.8026,11.826,Normal,1,Normal
2024-07-01 08:23:00,M01,0.794,0.61,65.33,11.47,0.225,0.1,0.022,0,8,2024-07-01,Monday,66.08800000000001,0.8106000000000002,11.632,Normal,1,Normal
2024-07-01 08:24:00,M01,0.797,0.583,68.07,11.44,0.14,0.031,0.023,0,8,2024-07-01,Monday,66.66399999999999,0.7866000000000001,11.556,Normal,1,Normal
2024-07-01 08:25:00,M01,0.801,0.578,65.89,11.86,0.087,-0.035,0.024,0,8,2024-07-01,Monday,66.49600000000001,0.7842,11.66,Normal,1,Normal
2024-07-01 08:26:00,M01,0.788,0.557,64.91,11.45,0.167,0.075,0.025,0,8,2024-07-01,Monday,66.544,0.7842,11.524,Normal,1,Normal
2024-07-01 08:27:00,M01,0.767,0.62,63.85,12.44,0.183,0.025,0.026,0,8,2024-07-01,Monday,65.61,0.7894,11.732,Normal,1,Normal
2024-07-01 08:28:00,M01,0.784,0.597,65.63,11.72,0.197,0.022,0.027,0,8,2024-07-01,Monday,65.67,0.7874000000000001,11.782,Normal,1,Normal
2024-07-01 08:29:00,M01,0.788,0.611,64.5,12.32,0.105,0.093,0.027,0,8,2024-07-01,Monday,64.95599999999999,0.7856000000000002,11.958,Normal,1,Normal
2024-07-01 08:30:00,M01,1.137,0.862,74.22,15.29,0.139,-0.148,0.028,1,8,2024-07-01,Monday,66.622,0.8528,12.644,Fault,-1,Fault
2024-07-01 08:31:00,M01,0.75,0.582,64.04,11.75,0.141,0.022,0.029,0,8,2024-07-01,Monday,66.44800000000001,0.8452,12.704,Normal,1,Normal
2024-07-01 08:32:00,M01,0.937,0.652,65.23,12.25,0.172,-0.038,0.03,0,8,2024-07-01,Monday,66.724,0.8792000000000002,12.666,Normal,1,Normal
2024-07-01 08:33:00,M01,0.793,0.57,59.79,11.52,0.191,-0.075,0.031,0,8,2024-07-01,Monday,65.55600000000001,0.881,12.626,Normal,1,Normal
2024-07-01 08:34:00,M01,0.819,0.589,65.82,12.39,0.145,0.051,0.031,0,8,2024-07-01,Monday,65.82000000000001,0.8872,12.64,Normal,1,Normal
2024-07-01 08:35:00,M01,0.821,0.617,63.35,11.58,0.097,-0.014,0.032,0,8,2024-07-01,Monday,63.646,0.8240000000000001,11.898,Normal,1,Normal
2024-07-01 08:36:00,M01,0.836,0.587,64.51,11.69,0.09,-0.103,0.033,0,8,2024-07-01,Monday,63.74,0.8412000000000001,11.886,Normal,1,Normal
2024-07-01 08:37:00,M01,0.805,0.624,67.33,11.24,0.146,0.051,0.034,0,8,2024-07-01,Monday,64.16,0.8148,11.684,Normal,1,Normal
2024-07-01 08:38:00,M01,0.833,0.585,66.16,11.62,0.158,-0.006,0.034,0,8,2024-07-01,Monday,65.434,0.8228,11.704,Normal,1,Normal
2024-07-01 08:39:00,M01,0.863,0.63,65.49,11.11,0.095,-0.054,0.035,0,8,2024-07-01,Monday,65.36800000000001,0.8316000000000001,11.448,Normal,1,Normal
2024-07-01 08:40:00,M01,0.767,0.581,64.5,11.53,0.18,0.11,0.036,0,8,2024-07-01,Monday,65.598,0.8208,11.438,Normal,1,Normal
2024-07-01 08:41:00,M01,0.769,0.606,67.0,11.32,0.141,0.116,0.037,0,8,2024-07-01,Monday,66.096,0.8074,11.364,Normal,1,Normal
2024-07-01 08:42:00,M01,1.193,0.943,76.18,15.6,0.316,-0.055,0.037,1,8,2024-07-01,Monday,67.866,0.8850000000000001,12.236,Fault,-1,Fault
2024-07-01 08:43:00,M01,0.775,0.618,62.66,12.14,0.149,-0.088,0.038,0,8,2024-07-01,Monday,67.16600000000001,0.8734000000000002,12.34,Normal,1,Normal
2024-07-01 08:44:00,M01,1.215,0.983,75.69,14.69,0.173,-0.037,0.039,1,8,2024-07-01,Monday,69.20599999999999,0.9438000000000002,13.056,Fault,-1,Fault
2024-07-01 08:45:00,M01,0.762,0.565,66.09,11.66,0.115,0.058,0.039,0,8,2024-07-01,Monday,69.524,0.9428,13.082,Normal,1,Normal
2024-07-01 08:46:00,M01,0.885,0.616,64.4,11.84,0.23,0.032,0.04,0,8,2024-07-01,Monday,69.00399999999999,0.9660000000000002,13.186000000000002,Normal,1,Normal
2024-07-01 08:47:00,M01,0.784,0.686,65.96,11.67,0.106,0.041,0.04,0,8,2024-07-01,Monday,66.96000000000001,0.8842000000000002,12.4,Normal,1,Normal
2024-07-01 08:48:00,M01,1.281,0.846,75.78,14.93,0.342,-0.002,0.041,1,8,2024-07-01,Monday,69.58399999999999,0.9854,12.957999999999998,Fault,-1,Fault
2024-07-01 08:49:00,M01,1.028,0.84,78.03,15.07,0.122,0.085,0.042,1,8,2024-07-01,Monday,70.052,0.948,13.034,Fault,-1,Fault
2024-07-01 08:50:00,M01,0.735,0.666,64.08,11.89,0.134,-0.069,0.042,0,8,2024-07-01,Monday,69.65,0.9426,13.080000000000002,Normal,1,Normal
2024-07-01 08:51:00,M01,0.826,0.598,62.46,11.24,0.15,0.085,0.043,0,8,2024-07-01,Monday,69.262,0.9308000000000002,12.96,Normal,1,Normal
2024-07-01 08:52:00,M01,0.704,0.61,65.16,12.08,0.116,0.053,0.043,0,8,2024-07-01,Monday,69.102,0.9148,13.041999999999998,Normal,1,Normal
2024-07-01 08:53:00,M01,0.781,0.665,66.04,11.95,0.087,0.005,0.044,0,8,2024-07-01,Monday,67.15400000000001,0.8148000000000002,12.446,Normal,1,Normal
2024-07-01 08:54:00,M01,1.159,0.905,73.43,14.24,0.23,0.156,0.044,1,8,2024-07-01,Monday,66.23400000000001,0.841,12.28,Fault,-1,Fault
2024-07-01 08:55:00,M01,0.829,0.594,65.25,11.85,0.095,0.058,0.045,0,8,2024-07-01,Monday,66.468,0.8598000000000001,12.272,Normal,1,Normal
2024-07-01 08:56:00,M01,0.852,0.548,65.54,12.2,0.239,0.017,0.045,0,8,2024-07-01,Monday,67.08400000000002,0.865,12.464,Normal,1,Normal
2024-07-01 08:57:00,M01,0.694,0.575,66.68,12.81,0.201,0.055,0.045,0,8,2024-07-01,Monday,67.388,0.8630000000000001,12.61,Normal,1,Normal
2024-07-01 08:58:00,M01,0.799,0.678,63.18,11.75,0.13,0.131,0.046,0,8,2024-07-01,Monday,66.816,0.8666,12.57,Normal,1,Normal
2024-07-01 08:59:00,M01,0.824,0.592,64.97,12.06,0.114,0.102,0.046,0,8,2024-07-01,Monday,65.124,0.7996000000000001,12.134,Normal,1,Normal
2024-07-01 09:00:00,M01,0.772,0.557,63.25,10.49,0.166,0.081,0.047,0,9,2024-07-01,Monday,64.724,0.7882000000000001,11.862,Normal,1,Normal
2024-07-01 09:01:00,M01,0.801,0.594,64.33,11.97,0.199,-0.064,0.047,0,9,2024-07-01,Monday,64.482,0.7780000000000001,11.816,Normal,1,Normal
2024-07-01 09:02:00,M01,0.795,0.594,65.44,12.25,0.124,-0.037,0.047,0,9,2024-07-01,Monday,64.23400000000001,0.7982000000000001,11.704,Normal,1,Normal
2024-07-01 09:03:00,M01,0.752,0.626,63.81,11.99,0.11,0.085,0.048,0,9,2024-07-01,Monday,64.36,0.7888000000000001,11.752,Normal,1,Normal
2024-07-01 09:04:00,M01,0.784,0.636,63.62,11.25,0.162,-0.109,0.048,0,9,2024-07-01,Monday,64.09,0.7808000000000002,11.59,Normal,1,Normal
2024-07-01 09:05:00,M01,1.099,0.922,77.48,15.59,0.265,0.047,0.048,1,9,2024-07-01,Monday,66.936,0.8462,12.61,Fault,-1,Fault
2024-07-01 09:06:00,M01,0.782,0.579,65.46,10.69,0.148,0.016,0.048,0,9,2024-07-01,Monday,67.162,0.8423999999999999,12.354,Normal,1,Normal
2024-07-01 09:07:00,M01,0.829,0.546,67.85,13.02,0.116,0.053,0.049,0,9,2024-07-01,Monday,67.64399999999999,0.8492000000000001,12.508,Normal,1,Normal
2024-07-01 09:08:00,M01,0.668,0.608,61.76,11.89,0.174,0.008,0.049,0,9,2024-07-01,Monday,67.234,0.8324000000000001,12.488,Normal,1,Normal
2024-07-01 09:09:00,M01,0.733,0.506,65.62,12.88,0.204,0.077,0.049,0,9,2024-07-01,Monday,67.63399999999999,0.8222000000000002,12.813999999999998,Normal,1,Normal
2024-07-01 09:10:00,M01,0.795,0.556,64.4,12.34,0.128,0.036,0.049,0,9,2024-07-01,Monday,65.018,0.7614000000000001,12.164,Normal,1,Normal
2024-07-01 09:11:00,M01,0.89,0.635,66.14,12.19,0.265,-0.083,0.049,0,9,2024-07-01,Monday,65.154,0.7830000000000001,12.464,Normal,1,Normal
2024-07-01 09:12:00,M01,0.777,0.554,69.45,12.47,0.231,-0.007,0.05,0,9,2024-07-01,Monday,65.474,0.7726000000000001,12.354,Normal,1,Normal
2024-07-01 09:13:00,M01,0.746,0.607,63.48,11.55,0.116,-0.028,0.05,0,9,2024-07-01,Monday,65.81800000000001,0.7882000000000001,12.286,Normal,1,Normal
2024-07-01 09:14:00,M01,1.321,0.877,81.11,15.52,0.347,0.172,0.05,1,9,2024-07-01,Monday,68.91600000000001,0.9058,12.813999999999998,Fault,-1,Fault
2024-07-01 09:15:00,M01,0.773,0.635,60.25,11.13,0.204,-0.007,0.05,0,9,2024-07-01,Monday,68.086,0.9014,12.572,Normal,1,Normal
2024-07-01 09:16:00,M01,0.817,0.667,62.22,11.61,0.099,0.02,0.05,0,9,2024-07-01,Monday,67.30199999999999,0.8868,12.456,Normal,1,Normal
2024-07-01 09:17:00,M01,0.719,0.603,64.83,11.33,0.085,0.062,0.05,0,9,2024-07-01,Monday,66.378,0.8752000000000001,12.228,Normal,1,Normal
2024-07-01 09:18:00,M01,0.836,0.602,69.09,12.29,0.225,-0.074,0.05,0,9,2024-07-01,Monday,67.5,0.8932,12.376,Normal,1,Normal
2024-07-01 09:19:00,M01,0.861,0.533,66.7,12.37,0.087,0.007,0.05,0,9,2024-07-01,Monday,64.61800000000001,0.8012,11.746,Normal,1,Normal
2024-07-01 09:20:00,M01,0.854,0.626,62.37,10.52,0.238,-0.07,0.05,0,9,2024-07-01,Monday,65.042,0.8173999999999999,11.624,Normal,1,Normal
2024-07-01 09:21:00,M01,1.133,1.039,75.82,14.45,0.119,0.149,0.05,1,9,2024-07-01,Monday,67.76200000000001,0.8806,12.192,Fault,-1,Fault
2024-07-01 09:22:00,M01,0.779,0.659,63.52,12.3,0.1,0.014,0.05,0,9,2024-07-01,Monday,67.5,0.8926000000000001,12.386,Normal,1,Normal
2024-07-01 09:23:00,M01,0.767,0.602,64.39,12.01,0.167,-0.096,0.05,0,9,2024-07-01,Monday,66.56,0.8788,12.330000000000002,Normal,1,Normal
2024-07-01 09:24:00,M01,0.854,0.6,62.32,12.16,0.223,-0.093,0.05,0,9,2024-07-01,Monday,65.684,0.8774000000000001,12.288,Normal,1,Normal
2024-07-01 09:25:00,M01,0.798,0.577,67.18,11.88,0.119,-0.107,0.05,0,9,2024-07-01,Monday,66.646,0.8662000000000001,12.56,Normal,1,Normal
2024-07-01 09:26:00,M01,0.833,0.622,62.27,12.09,0.217,-0.028,0.049,0,9,2024-07-01,Monday,63.93599999999999,0.8062000000000001,12.088,Normal,1,Normal
2024-07-01 09:27:00,M01,0.718,0.658,64.24,12.07,0.207,0.071,0.049,0,9,2024-07-01,Monday,64.08,0.7940000000000002,12.042,Normal,1,Normal
2024-07-01 09:28:00,M01,0.77,0.54,67.82,12.2,0.207,0.01,0.049,0,9,2024-07-01,Monday,64.76599999999999,0.7946000000000001,12.080000000000002,Normal,1,Normal
2024-07-01 09:29:00,M01,0.778,0.567,65.77,11.86,0.198,0.085,0.049,0,9,2024-07-01,Monday,65.45599999999999,0.7794000000000001,12.02,Normal,1,Normal
2024-07-01 09:30:00,M01,0.771,0.667,62.21,11.99,0.12,0.042,0.049,0,9,2024-07-01,Monday,64.462,0.7740000000000001,12.041999999999998,Normal,1,Normal
2024-07-01 09:31:00,M01,0.843,0.679,63.35,11.9,0.18,-0.045,0.048,0,9,2024-07-01,Monday,64.678,0.776,12.004,Normal,1,Normal
2024-07-01 09:32:00,M01,0.827,0.62,65.77,11.75,0.126,-0.055,0.048,0,9,2024-07-01,Monday,64.984,0.7978000000000001,11.94,Normal,1,Normal
2024-07-01 09:33:00,M01,0.769,0.629,64.85,12.46,0.21,0.123,0.048,0,9,2024-07-01,Monday,64.39,0.7976000000000001,11.992,Normal,1,Normal
2024-07-01 09:34:00,M01,0.794,0.594,64.3,11.48,0.15,0.056,0.048,0,9,2024-07-01,Monday,64.096,0.8008000000000001,11.916,Normal,1,Normal
2024-07-01 09:35:00,M01,1.265,0.848,76.22,15.14,0.177,-0.159,0.047,1,9,2024-07-01,Monday,66.898,0.8996000000000001,12.546,Fault,-1,Fault
2024-07-01 09:36:00,M01,0.768,0.543,66.81,11.32,0.136,-0.044,0.047,0,9,2024-07-01,Monday,67.59,0.8846,12.43,Normal,1,Normal
2024-07-01 09:37:00,M01,0.837,0.629,58.36,11.79,0.192,-0.057,0.047,0,9,2024-07-01,Monday,66.10799999999999,0.8865999999999999,12.438,Normal,1,Normal
2024-07-01 09:38:00,M01,0.774,0.52,68.59,11.85,0.149,0.019,0.046,0,9,2024-07-01,Monday,66.856,0.8876000000000002,12.316,Normal,1,Normal
2024-07-01 09:39:00,M01,0.767,0.573,64.64,12.53,0.085,0.11,0.046,0,9,2024-07-01,Monday,66.924,0.8822000000000001,12.526,Normal,1,Normal
2024-07-01 09:40:00,M01,0.898,0.692,63.82,12.77,0.194,0.064,0.045,0,9,2024-07-01,Monday,64.444,0.8088000000000001,12.052,Normal,1,Normal
2024-07-01 09:41:00,M01,0.816,0.567,62.78,12.27,0.196,-0.084,0.045,0,9,2024-07-01,Monday,63.638,0.8184000000000001,12.242,Normal,1,Normal
2024-07-01 09:42:00,M01,0.891,0.6,65.83,11.96,0.175,0.054,0.045,0,9,2024-07-01,Monday,65.13199999999999,0.8292000000000002,12.276,Normal,1,Normal
2024-07-01 09:43:00,M01,0.787,0.548,67.01,12.13,0.235,0.077,0.044,0,9,2024-07-01,Monday,64.816,0.8318000000000001,12.332,Normal,1,Normal
2024-07-01 09:44:00,M01,1.211,0.866,81.05,15.44,0.136,0.158,0.044,1,9,2024-07-01,Monday,68.098,0.9206,12.913999999999998,Fault,-1,Fault
2024-07-01 09:45:00,M01,0.766,0.599,61.83,11.33,0.151,0.077,0.043,0,9,2024-07-01,Monday,67.7,0.8942,12.626,Normal,1,Normal
2024-07-01 09:46:00,M01,0.774,0.584,60.87,11.48,0.217,0.029,0.043,0,9,2024-07-01,Monday,67.31800000000001,0.8858,12.468,Normal,1,Normal
2024-07-01 09:47:00,M01,0.8,0.577,65.33,11.26,0.152,-0.013,0.042,0,9,2024-07-01,Monday,67.21799999999999,0.8676000000000001,12.328,Normal,1,Normal
2024-07-01 09:48:00,M01,0.729,0.667,64.99,12.39,0.216,0.102,0.042,0,9,2024-07-01,Monday,66.814,0.8560000000000002,12.38,Normal,1,Normal
2024-07-01 09:49:00,M01,0.704,0.61,60.83,12.21,0.131,-0.026,0.041,0,9,2024-07-01,Monday,62.77,0.7546000000000002,11.734,Normal,1,Normal
2024-07-01 09:50:00,M01,0.72,0.544,64.65,11.15,0.082,0.001,0.04,0,9,2024-07-01,Monday,63.334,0.7454000000000001,11.698,Normal,1,Normal
2024-07-01 09:51:00,M01,1.318,0.763,80.88,15.61,0.364,-0.016,0.04,1,9,2024-07-01,Monday,67.336,0.8542000000000002,12.524,Fault,-1,Fault
2024-07-01 09:52:00,M01,0.88,0.635,66.34,11.37,0.194,-0.118,0.039,0,9,2024-07-01,Monday,67.53800000000001,0.8702000000000002,12.546,Normal,1,Normal
2024-07-01 09:53:00,M01,0.75,0.568,65.82,11.8,0.158,0.07,0.039,0,9,2024-07-01,Monday,67.704,0.8744000000000002,12.428,Normal,1,Normal
2024-07-01 09:54:00,M01,0.777,0.703,65.69,11.97,0.184,-0.025,0.038,0,9,2024-07-01,Monday,68.676,0.889,12.38,Normal,1,Normal
2024-07-01 09:55:00,M01,0.765,0.588,66.42,12.04,0.113,0.022,0.037,0,9,2024-07-01,Monday,69.03,0.898,12.558,Normal,1,Normal
2024-07-01 09:56:00,M01,0.828,0.548,66.65,11.2,0.213,-0.029,0.037,0,9,2024-07-01,Monday,66.184,0.8,11.675999999999998,Normal,1,Normal
2024-07-01 09:57:00,M01,1.272,1.083,85.16,15.27,0.162,-0.131,0.036,1,9,2024-07-01,Monday,69.94800000000001,0.8784000000000001,12.456,Fault,-1,Fault
2024-07-01 09:58:00,M01,0.839,0.64,63.25,12.12,0.159,0.07,0.035,0,9,2024-07-01,Monday,69.434,0.8962000000000001,12.52,Normal,1,Normal
2024-07-01 09:59:00,M01,0.843,0.679,65.63,11.55,0.105,-0.016,0.035,0,9,2024-07-01,Monday,69.422,0.9094,12.436,Normal,1,Normal
2024-07-01 10:00:00,M01,0.853,0.651,68.61,12.43,0.155,-0.085,0.034,0,10,2024-07-01,Monday,69.86,0.927,12.514,Normal,1,Normal
2024-07-01 10:01:00,M01,0.816,0.643,67.94,11.89,0.085,0.069,0.033,0,10,2024-07-01,Monday,70.118,0.9246,12.652,Normal,1,Normal
2024-07-01 10:02:00,M01,0.823,0.55,66.48,12.09,0.123,0.109,0.032,0,10,2024-07-01,Monday,66.382,0.8348000000000001,12.016,Normal,1,Normal
2024-07-01 10:03:00,M01,0.762,0.64,64.41,11.65,0.158,-0.037,0.032,0,10,2024-07-01,Monday,66.614,0.8194000000000001,11.922,Normal,1,Normal
2024-07-01 10:04:00,M01,0.812,0.639,63.39,11.9,0.105,-0.093,0.031,0,10,2024-07-01,Monday,66.16600000000001,0.8132000000000001,11.992,Normal,1,Normal
2024-07-01 10:05:00,M01,0.752,0.698,65.46,12.51,0.097,-0.114,0.03,0,10,2024-07-01,Monday,65.536,0.793,12.008,Normal,1,Normal
2024-07-01 10:06:00,M01,0.75,0.603,62.72,11.78,0.103,0.009,0.029,0,10,2024-07-01,Monday,64.49199999999999,0.7798,11.986,Normal,1,Normal
2024-07-01 10:07:00,M01,0.799,0.636,63.36,11.85,0.195,0.12,0.028,0,10,2024-07-01,Monday,63.868,0.7750000000000001,11.938,Normal,1,Normal
2024-07-01 10:08:00,M01,0.88,0.636,63.68,12.09,0.172,-0.053,0.027,0,10,2024-07-01,Monday,63.722,0.7986000000000002,12.026,Normal,1,Normal
2024-07-01 10:09:00,M01,0.747,0.641,67.15,12.58,0.193,0.027,0.027,0,10,2024-07-01,Monday,64.474,0.7856000000000001,12.162,Normal,1,Normal
2024-07-01 10:10:00,M01,0.815,0.688,64.43,11.74,0.237,-0.002,0.026,0,10,2024-07-01,Monday,64.268,0.7982000000000001,12.008,Normal,1,Normal
2024-07-01 10:11:00,M01,0.805,0.569,69.71,11.56,0.126,-0.094,0.025,0,10,2024-07-01,Monday,65.666,0.8092,11.964,Normal,1,Normal
2024-07-01 10:12:00,M01,0.823,0.531,62.91,12.94,0.147,-0.099,0.024,0,10,2024-07-01,Monday,65.57600000000001,0.8140000000000001,12.182,Normal,1,Normal
2024-07-01 10:13:00,M01,0.766,0.575,64.98,11.44,0.218,-0.111,0.023,0,10,2024-07-01,Monday,65.83600000000001,0.7912000000000001,12.052,Normal,1,Normal
2024-07-01 10:14:00,M01,0.767,0.551,64.57,11.29,0.088,-0.007,0.022,0,10,2024-07-01,Monday,65.32000000000001,0.7952000000000001,11.794,Normal,1,Normal
2024-07-01 10:15:00,M01,0.749,0.662,66.07,12.95,0.103,0.035,0.021,0,10,2024-07-01,Monday,65.648,0.7820000000000001,12.036,Normal,1,Normal
2024-07-01 10:16:00,M01,0.812,0.53,66.99,11.56,0.085,-0.001,0.02,0,10,2024-07-01,Monday,65.104,0.7834000000000001,12.035999999999998,Normal,1,Normal
2024-07-01 10:17:00,M01,1.165,0.828,76.15,15.34,0.28,-0.055,0.02,1,10,2024-07-01,Monday,67.752,0.8518000000000001,12.516,Fault,1,Normal
2024-07-01 10:18:00,M01,0.739,0.552,64.78,11.88,0.162,-0.02,0.019,0,10,2024-07-01,Monday,67.71199999999999,0.8464,12.604,Normal,1,Normal
2024-07-01 10:19:00,M01,1.183,0.801,77.08,16.06,0.324,0.059,0.018,1,10,2024-07-01,Monday,70.21400000000001,0.9296,13.557999999999998,Fault,-1,Fault
2024-07-01 10:20:00,M01,0.826,0.634,64.05,11.45,0.225,0.097,0.017,0,10,2024-07-01,Monday,69.80999999999999,0.945,13.258,Normal,1,Normal
2024-07-01 10:21:00,M01,0.784,0.56,64.26,12.25,0.23,-0.07,0.016,0,10,2024-07-01,Monday,69.26400000000001,0.9394000000000002,13.395999999999995,Normal,1,Normal
2024-07-01 10:22:00,M01,0.789,0.641,63.5,12.02,0.133,0.008,0.015,0,10,2024-07-01,Monday,66.734,0.8642000000000001,12.732,Normal,1,Normal
2024-07-01 10:23:00,M01,0.867,0.53,65.78,11.09,0.087,0.094,0.014,0,10,2024-07-01,Monday,66.934,0.8898000000000001,12.573999999999998,Normal,1,Normal
2024-07-01 10:24:00,M01,0.886,0.565,65.33,12.73,0.222,0.077,0.013,0,10,2024-07-01,Monday,64.584,0.8304,11.908,Normal,1,Normal
2024-07-01 10:25:00,M01,0.837,0.608,63.51,12.32,0.086,-0.072,0.012,0,10,2024-07-01,Monday,64.476,0.8326,12.082,Normal,1,Normal
2024-07-01 10:26:00,M01,0.805,0.639,66.13,11.83,0.213,-0.013,0.011,0,10,2024-07-01,Monday,64.85,0.8368000000000002,11.998,Normal,1,Normal
2024-07-01 10:27:00,M01,0.799,0.57,64.9,12.11,0.093,0.096,0.01,0,10,2024-07-01,Monday,65.13000000000001,0.8388000000000002,12.016,Normal,1,Normal
2024-07-01 10:28:00,M01,0.82,0.652,68.69,12.11,0.195,0.008,0.009,0,10,2024-07-01,Monday,65.712,0.8294,12.22,Normal,1,Normal
2024-07-01 10:29:00,M01,0.758,0.615,69.0,11.43,0.083,-0.028,0.008,0,10,2024-07-01,Monday,66.446,0.8038000000000001,11.96,Normal,1,Normal
2024-07-01 10:30:00,M01,0.753,0.573,64.61,12.42,0.188,0.091,0.007,0,10,2024-07-01,Monday,66.66600000000001,0.7870000000000001,11.98,Normal,1,Normal
2024-07-01 10:31:00,M01,0.778,0.632,65.82,12.29,0.202,0.098,0.006,0,10,2024-07-01,Monday,66.60400000000001,0.7816000000000001,12.072,Normal,1,Normal
2024-07-01 10:32:00,M01,0.832,0.635,66.71,11.67,0.157,-0.069,0.005,0,10,2024-07-01,Monday,66.966,0.7882000000000001,11.984,Normal,1,Normal
2024-07-01 10:33:00,M01,0.788,0.605,67.13,11.46,0.121,-0.03,0.004,0,10,2024-07-01,Monday,66.654,0.7818,11.854,Normal,1,Normal
2024-07-01 10:34:00,M01,0.756,0.591,63.73,10.77,0.189,-0.053,0.003,0,10,2024-07-01,Monday,65.6,0.7814000000000002,11.722,Normal,1,Normal
2024-07-01 10:35:00,M01,0.826,0.533,65.87,11.76,0.224,-0.084,0.002,0,10,2024-07-01,Monday,65.852,0.796,11.59,Normal,1,Normal
2024-07-01 10:36:00,M01,0.837,0.511,63.09,12.49,0.137,-0.085,0.001,0,10,2024-07-01,Monday,65.306,0.8078000000000001,11.63,Normal,1,Normal
2024-07-01 10:37:00,M01,0.724,0.676,65.19,12.12,0.172,0.019,0.0,0,10,2024-07-01,Monday,65.002,0.7862000000000001,11.72,Normal,1,Normal
2024-07-01 10:38:00,M01,0.803,0.625,65.16,11.8,0.211,-0.077,-0.001,0,10,2024-07-01,Monday,64.60799999999999,0.7892000000000001,11.788,Normal,1,Normal
